name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,developer
Dragon'S Dogma Online: Season 2,PlayStation 4,2016,Action,Capcom,0.0,0.0,0.02,0.0,0.02,Unknown
Gaist Crusher God,Nintendo 3DS,2014,Action,Capcom,0.0,0.0,0.02,0.0,0.02,Unknown
Dj Star,Nintendo DS,2009,Misc,Deep Silver,0.01,0.0,0.0,0.0,0.02,Game Life
Arcana Famiglia 2,PlayStation Portable,2013,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02,Unknown
Shinkyoku Soukai Polyphonica,PlayStation 2,2007,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,Unknown
Post Mortem,Personal Computer,2003,Adventure,Microids,0.0,0.01,0.0,0.0,0.02,Microids
Kiss Bell,PlayStation Vita,2014,Adventure,Giga,0.0,0.0,0.02,0.0,0.02,Unknown
San Goku Shi Ds 2,Nintendo DS,2007,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown
Strongest Tokyo University Shogi Ds,Nintendo DS,1985,Action,Mycom,0.0,0.0,0.02,0.0,0.02,Unknown
Shin Sangoku Musou Online: Souten Ranbu,PlayStation 3,2010,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown
V-Rally 3,Xbox,2003,Racing,Atari,0.01,0.0,0.0,0.0,0.02,Eden Studios
Wall-E,Personal Computer,2008,Platform,Thq,0.0,0.01,0.0,0.0,0.02,Heavy Iron Studios
Majesty 2: The Fantasy Kingdom Sim,Personal Computer,2009,Simulation,Paradox Interactive,0.01,0.0,0.0,0.0,0.02,"1C, Ino-Co, 1C Company"
Lego Star Wars Ii: The Original Trilogy,Personal Computer,2006,Action,Activision,0.0,0.01,0.0,0.0,0.02,Traveller's Tales
Dead To Rights,Game Boy Advance,2004,Shooter,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.02,Torus Games
Thunder Force Vi,PlayStation 2,2008,Shooter,Sega,0.0,0.0,0.02,0.0,0.02,Unknown
Full House Kiss 2,PlayStation 2,2006,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02,Unknown
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PlayStation Portable,2010,Misc,Paon,0.0,0.0,0.02,0.0,0.02,Unknown
Pachipara 3D,Nintendo 3DS,2011,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,Unknown
Earth Defense Force 2017 (Old Jp Sales),Xbox 360,2006,Shooter,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown
I Doll U,PlayStation Vita,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown
Star Trek: Legacy,Personal Computer,2006,Simulation,Ubisoft,0.0,0.01,0.0,0.0,0.02,Mad Doc Software
Sengoku Hime: Senran Ni Mau Otometachi,PlayStation 2,2009,Adventure,Yeti,0.0,0.0,0.02,0.0,0.02,Unknown
Gti Club: Supermini Festa!,Nintendo Wii,2010,Racing,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,Unknown
Syberia Ii,Personal Computer,2004,Adventure,Mc2 Entertainment,0.0,0.01,0.0,0.0,0.02,Microids
Paranormal Pursuit: The Gifted One,Personal Computer,2015,Action,Alawar Entertainment,0.0,0.01,0.0,0.0,0.02,Logris Games
Command & Conquer Collection,Personal Computer,2003,Strategy,Electronic Arts,0.01,0.0,0.0,0.0,0.02,Unknown
Marvel Superheroes 3D: Grandmaster'S Challenge,Nintendo Wii,2010,Action,Neko Entertainment,0.0,0.01,0.0,0.0,0.02,Unknown
A Vampyre Story,Personal Computer,2008,Adventure,Crimson Cow,0.0,0.01,0.0,0.0,0.02,Autumn Moon
Monster Trux Offroad,Nintendo Wii,2007,Racing,Popcorn Arcade,0.01,0.0,0.0,0.0,0.02,Data Design Interactive
The Sims 4: Luxury Party Stuff,Personal Computer,2015,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02,Maxis
Sniper Elite,Personal Computer,2005,Shooter,Mc2 Entertainment,0.0,0.01,0.0,0.0,0.02,Rebellion
Achtung Panzer: Kharkov 1943,Personal Computer,2010,Strategy,Mamba Games,0.0,0.01,0.0,0.0,0.02,Paradox Interactive
Mission: Impossible - Operation Surma,GameCube,2004,Platform,Atari,0.01,0.0,0.0,0.0,0.02,Paradigm Entertainment
Sora No Otoshimono Forte: Dreamy Season,Nintendo DS,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,Unknown
Romance Of The Three Kingdoms Xii,Nintendo Wii U,2012,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown
Hiiro No Kakera Portable,PlayStation Portable,2008,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown
Trigger Man,GameCube,2004,Shooter,Crave Entertainment,0.01,0.0,0.0,0.0,0.02,Point of View
Yuu Yuu Hakusho Ds: Ankoku Bujutsukai Hen,Nintendo DS,2006,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,Unknown
Antz Extreme Racing,Xbox,2002,Racing,Empire Interactive,0.01,0.0,0.0,0.0,0.02,Supersonic Software
Wand Of Fortune R,PlayStation Vita,2016,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown
Rugby World Cup 2015,PlayStation Vita,2015,Sports,Ubisoft,0.0,0.01,0.0,0.0,0.02,HB Studios Multimedia
Majesty 2 Collection,Personal Computer,2011,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02,Ino-Co
God Eater Off Shot: Soma Shikkuzaru-Hen Twin Pack & Animation Vol.4,PlayStation 4,2016,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown
God Eater Off Shot:Shiou-Hen Twin Pack & Animation Vol.5,PlayStation 4,2016,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown
"Nogizaka Haruka No Himitsu Cosplay, Hajime Mashita",PlayStation 2,2008,Adventure,Ascii Media Works,0.0,0.0,0.02,0.0,0.02,Unknown
Harukanaru Toki No Naka De 6,PlayStation Portable,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown
Triggerheart Exelica,Sega Dreamcast,2007,Shooter,Warashi,0.0,0.0,0.02,0.0,0.02,Unknown
Games Explosion!,Game Boy Advance,2006,Action,Thq,0.01,0.0,0.0,0.0,0.02,Unknown
Gummy Bears Magical Medallion,Nintendo Wii,2011,Platform,Storm City Games,0.01,0.0,0.0,0.0,0.02,Clockwork Games
Saenai Kanojo No Sodatekata: Blessing Flowers,PlayStation Vita,2015,Action,5Pb,0.0,0.0,0.02,0.0,0.02,Unknown
Berserk And The Band Of The Hawk,PlayStation Vita,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Omega Force
Tennis No Oji-Sama: Card Hunter,PlayStation 2,2007,Strategy,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown
Brave: The Video Game,Nintendo DS,2012,Action,Disney Interactive Studios,0.0,0.01,0.0,0.0,0.02,Behaviour Interactive
Night Wizard The Video Game: Denial Of The World,PlayStation 2,2008,Adventure,5Pb,0.0,0.0,0.02,0.0,0.02,Unknown
Enemy Territory: Quake Wars,Personal Computer,2007,Shooter,Activision,0.01,0.0,0.0,0.0,0.02,Splash Damage
Portable Island: Tenohira Resort,PlayStation Portable,2006,Simulation,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown
Sengoku Efuda Yuugi: Hototogisu Ran,PlayStation Portable,2008,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,Unknown
Tokyo Friend Park Ii Ds,Nintendo DS,2006,Misc,Rocket Company,0.0,0.0,0.02,0.0,0.02,Unknown
Adventure Time: The Secret Of The Nameless,Nintendo 3DS,2014,Adventure,Little Orbit,0.01,0.0,0.0,0.0,0.02,Unknown
Kao The Kangaroo Round 2,PlayStation 2,2005,Platform,Jowood Productions,0.01,0.01,0.0,0.0,0.02,Tate Interactive
Shin Hisui No Shizuku: Hiiro No Kakera 2 Portable,PlayStation Portable,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown
Dead Rising 2,Xbox One,2016,Action,Capcom,0.01,0.0,0.0,0.0,0.02,Blue Castle Games
Robopon 2: Ring Version,Game Boy Advance,2001,Role Playing,Hudson Entertainment,0.01,0.0,0.0,0.0,0.02,Red 5 Software
Mark Mcmorris Infinite Air,Xbox One,2016,Sports,Furyu Corporation,0.01,0.0,0.0,0.0,0.02,HB Studios Multimedia
Sid Meier'S Civilization Revolution 2+,PlayStation Vita,2015,Strategy,Take Two Interactive,0.0,0.0,0.02,0.0,0.02,Unknown
Moe Moe 2-Ji Taisen (Ryoku) * Deluxe,PlayStation Portable,2008,Adventure,System Soft,0.0,0.0,0.02,0.0,0.02,Unknown
Dragon Tales: Dragon Adventures,Game Boy Advance,2003,Platform,Newkidco,0.01,0.0,0.0,0.0,0.02,Unknown
Powerbike,Nintendo DS,2009,Racing,Majesco Entertainment,0.01,0.0,0.0,0.0,0.02,Tornado Studios
Colin Mcrae Rally 2005,Personal Computer,2004,Racing,Codemasters,0.0,0.01,0.0,0.0,0.02,Codemasters
Violet No Atelier: Gramnad No Renkinjutsushi 2 - Gunjou No Omoide,PlayStation Portable,2011,Role Playing,Gust,0.0,0.0,0.02,0.0,0.02,Unknown
Elminage Ii Ds Remix: Sousei No Megami To Unmai No Daichi,Nintendo DS,2010,Role Playing,Starfish,0.0,0.0,0.02,0.0,0.02,Unknown
Gaku ? Ou: The Royal Seven Stars,PlayStation Portable,2012,Role Playing,Alchemist,0.0,0.0,0.02,0.0,0.02,Unknown
Quantum Break,Personal Computer,2016,Action,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02,Remedy Entertainment
Online Chess Kingdoms,PlayStation Portable,2006,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,Konami
Rayman 10Th Anniversary,Game Boy Advance,2005,Platform,Ubisoft,0.01,0.0,0.0,0.0,0.02,Unknown
Rollercoaster Tycoon: Gold Edition,Personal Computer,2002,Strategy,Infogrames,0.01,0.0,0.0,0.0,0.02,Infogrames
Race Driver: Create & Race,Nintendo DS,2007,Racing,Codemasters,0.01,0.0,0.0,0.0,0.02,Unknown
Storm Lover Kai!!,PlayStation Portable,2012,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown
Minna To Issho,PlayStation Vita,2011,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown
Nurarihyon No Mago: Hyakki Ryouran Taisen,PlayStation 3,2011,Fighting,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown
Fifa Soccer 08,Personal Computer,2007,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02,EA Canada
Enkaku Sousa: Sana E No 23 Hiai,PlayStation Portable,2009,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown
Pac-Man Championship Edition 2 + Arcade Game Series,Xbox One,2016,Action,Namco Bandai Games,0.01,0.0,0.0,0.0,0.02,Unknown
Command & Conquer 4: Tiberian Twilight,Personal Computer,2010,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02,Unknown
Hummer Badlands,Xbox,2006,Racing,Global Star,0.01,0.0,0.0,0.0,0.02,Eutechnyx
Katekyoo Hitman Reborn! Ds: Mafia Daishuugou Bongole Festival,Nintendo DS,2008,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,Unknown
Grisaia No Meikyuu: Le Labyrinthe De La Grisaia,PlayStation Vita,2014,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,Unknown
Oyaku De Asoberu Ds Ehon: Ukkari Penelope,Nintendo DS,2008,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown
Iron Soldier 3,PlayStation,1999,Simulation,Telegames,0.01,0.01,0.0,0.0,0.02,Unknown
Uno 52,Nintendo DS,2006,Misc,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.02,Black Lantern Studios
Tiger & Bunny: Hero'S Day,PlayStation Portable,2013,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown
Turbo: Super Stunt Squad,Nintendo Wii,2013,Sports,D3Publisher,0.0,0.01,0.0,0.0,0.02,Torus Games
Turbo: Super Stunt Squad,Nintendo 3DS,2013,Sports,D3Publisher,0.0,0.01,0.0,0.0,0.02,Torus Games
Pachinko Kaou: Misora Hibari,PlayStation 2,2007,Misc,Hackberry,0.0,0.0,0.02,0.0,0.02,Unknown
Accel World: Kasoku No Chouten,PlayStation 3,2013,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown
Poupee Girl Ds,Nintendo DS,2009,Misc,Alvion,0.0,0.0,0.02,0.0,0.02,Unknown
Choro Q,PlayStation 2,2003,Racing,Zoo Digital Publishing,0.01,0.01,0.0,0.0,0.02,Unknown
Just Cause,PlayStation 2,2006,Action,Eidos Interactive,0.01,0.01,0.0,0.0,0.02,Avalanche Studios
Narcissus: Moshimo Ashita Ga Runara,PlayStation Portable,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,Unknown
Girl Friend Beta: Kimi To Sugosu Natsuyasumi,PlayStation Vita,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown
Ihra Drag Racing: Sportsman Edition,Xbox,2006,Racing,Bethesda Softworks,0.01,0.0,0.0,0.0,0.02,Bethesda Softworks
"Sharin No Kuni, Himawari No Shoujo",Xbox 360,2010,Adventure,5Pb,0.0,0.0,0.02,0.0,0.02,Unknown
Simple Ds Series Vol. 42: The Haioku Byoutou,Nintendo DS,2008,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown
Drone Tactics,Nintendo DS,2007,Strategy,Success,0.01,0.0,0.0,0.0,0.02,Success
So-Ra-No-Wo-To: Otome No Gojuusou,PlayStation Portable,2010,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02,Unknown
Technic Beat,PlayStation 2,2002,Misc,Arika,0.01,0.01,0.0,0.0,0.02,Arika
Worldwide Soccer Manager 2006,Personal Computer,2004,Sports,Sega,0.0,0.01,0.0,0.0,0.02,Sports Interactive
I Love Horses: Rider'S Paradise,Nintendo Wii,2010,Simulation,Destineer,0.01,0.0,0.0,0.0,0.02,Destineer
Ducktales: Remastered,Personal Computer,2013,Action,Capcom,0.0,0.01,0.0,0.0,0.02,WayForward
Yume Neko Ds,Nintendo DS,2008,Simulation,Sega,0.0,0.0,0.02,0.0,0.02,Unknown
Germany'S Next Topmodel 2011,Nintendo DS,2011,Simulation,7G//Ames,0.0,0.01,0.0,0.0,0.02,Unknown
Dream C Club,PlayStation 3,2012,Simulation,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown
Assetto Corsa,Xbox One,2016,Racing,505 Games,0.0,0.01,0.0,0.0,0.02,Kunos Simulazioni
Sbk Superbike World Championship,PlayStation 2,2008,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.02,Milestone S.r.l
Memories Off 6: Next Relation,PlayStation 2,2009,Adventure,5Pb,0.0,0.0,0.02,0.0,0.02,Unknown
Meiji Toukyou Renka: Twilight Kiss,PlayStation Portable,2015,Action,Broccoli,0.0,0.0,0.02,0.0,0.02,Unknown
Scared Rider Xechs,PlayStation 2,2010,Adventure,Red Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown
4 Play Collection - Dark Mysteries,Personal Computer,2014,Misc,Avanquest Software,0.0,0.01,0.0,0.0,0.02,Unknown
Vitamin X: Detective B6,PlayStation Portable,2012,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown
Misshitsu No Sacrifice,PlayStation Portable,2010,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown
Evil Genius,Personal Computer,2004,Strategy,Vivendi Games,0.0,0.01,0.0,0.0,0.02,Elixir Studios
Ouran Koukou Host Bu,PlayStation 2,2007,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown
King'S Quest: The Complete Collection,PlayStation 4,2016,Adventure,Activision,0.01,0.0,0.0,0.0,0.02,The Odd Gentlemen
Lotus Challenge,GameCube,2004,Racing,Ignition Entertainment,0.01,0.0,0.0,0.0,0.02,Unknown
Imperium Romanum,Personal Computer,2008,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,Haemimont
Dragon Zakura Ds,Nintendo DS,2007,Misc,Electronic Arts,0.0,0.0,0.01,0.0,0.01,Unknown
Chameleon: To Dye For!,Nintendo DS,2006,Puzzle,505 Games,0.01,0.0,0.0,0.0,0.01,Unknown
Sora No Otoshimono: Dokidoki Summer Vacation,PlayStation Portable,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,Unknown
Shinseiki Evangelion: Battle Orchestra Portable,PlayStation Portable,2009,Fighting,Broccoli,0.0,0.0,0.01,0.0,0.01,Unknown
Blackthorne,Game Boy Advance,2003,Action,Activision,0.01,0.0,0.0,0.0,0.01,Mass Media
Donkey Kong Jungle Beat,Nintendo Wii,2008,Platform,Nintendo,0.0,0.01,0.0,0.0,0.01,Unknown
Dokusui: Dokidoki Suikoden,PlayStation Portable,2011,Role Playing,Irem Software Engineering,0.0,0.0,0.01,0.0,0.01,Unknown
Contrast,Personal Computer,2013,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,Compulsion Games
Bomberman (Jp Sales),PlayStation Portable,2006,Puzzle,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,Unknown
Blazblue: Continuum Shift Extend,PlayStation Portable,2012,Fighting,Arc System Works,0.0,0.0,0.01,0.0,0.01,Unknown
S.Y.K: Shinsetsu Saiyuuki,PlayStation 2,2009,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,Unknown
Black Cat,PlayStation 2,2006,Action,Capcom,0.0,0.0,0.01,0.0,0.01,Unknown
Smart Kid'S Mega Game Mix,Nintendo DS,2009,Misc,Ufo Interactive,0.01,0.0,0.0,0.0,0.01,Unknown
Space Invaders Revolution,Nintendo DS,2005,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,0.01,Marvelous Entertainment
Wiffle Ball Advance,Nintendo DS,2007,Sports,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,Unknown
Red Stone Ds: Akaki Ishi Ni Michibikareshi Monotachi,Nintendo DS,2011,Role Playing,Unknown,0.0,0.0,0.01,0.0,0.01,Unknown
Wand Of Fortune: Mirai E No Prologue Portable,PlayStation Portable,2010,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,Unknown
Secret Game Portable,PlayStation Portable,2010,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,Unknown
Sengoku Hime: Senran Ni Mau Otometachi,PlayStation Portable,2009,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,Unknown
Spongebob: Heropants,PlayStation Vita,2015,Platform,Activision,0.01,0.0,0.0,0.0,0.01,Activision
Kimi No Yuusha,Nintendo DS,2008,Role Playing,Snk Playmore,0.0,0.0,0.01,0.0,0.01,Unknown
Tom Clancy'S  Ghost Recon Advanced Warfighter (Weekly Jp Sales),Xbox 360,2006,Shooter,Ubisoft,0.0,0.0,0.01,0.0,0.01,Unknown
Period Cube: Torikago No Amadeus,PlayStation Vita,2016,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,Unknown
Nobunaga No Yabou Online: Houou No Shou,PlayStation 3,2012,Strategy,Ackkstudios,0.0,0.0,0.01,0.0,0.01,Unknown
Cosmetic Paradise: Make No Kiseki,Nintendo DS,2008,Misc,Global A Entertainment,0.0,0.0,0.01,0.0,0.01,Unknown
Turok,Personal Computer,2008,Action,Touchstone,0.0,0.01,0.0,0.0,0.01,Propaganda Games
Legoland,Personal Computer,1999,Action,Lego Media,0.0,0.01,0.0,0.0,0.01,Unknown
Nobunaga No Yabou Ds,Nintendo DS,2006,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,Unknown
Winter Sports 3: The Great Tournament,Xbox 360,2010,Sports,Tradewest,0.0,0.01,0.0,0.0,0.01,49Games
Valentino Rossi: The Game,Personal Computer,2016,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,"Milestone, Milestone S.r.l"
Wand Of Fortune Portable,PlayStation Portable,2010,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,Unknown
Sengoku,Personal Computer,2011,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.01,Paradox Development Studio
Republique,PlayStation 4,2016,Action,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.01,"Camouflaj, LLC"
Sousaku Alice To Oujisama!,Nintendo 3DS,2015,Simulation,Happinet,0.0,0.0,0.01,0.0,0.01,Unknown
Ship Simulator 2008,Personal Computer,2007,Simulation,Lighthouse Interactive,0.0,0.01,0.0,0.0,0.01,VSTEP
Rengoku Ii: The Stairway To H.E.A.V.E.N. (Jp Sales),PlayStation Portable,2006,Action,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,Unknown
Brave: The Video Game,Nintendo Wii,2012,Action,Disney Interactive Studios,0.0,0.01,0.0,0.0,0.01,Unknown
Simple Ds Series Vol. 14: The Jidousha Kyoushuujo Ds,Nintendo DS,2007,Misc,D3Publisher,0.0,0.0,0.01,0.0,0.01,Unknown
Ten Pin Alley 2,Game Boy Advance,2004,Sports,Xs Games,0.01,0.0,0.0,0.0,0.01,Pronto Games
Nba 2K17,Personal Computer,2016,Sports,Take Two Interactive,0.0,0.01,0.0,0.0,0.01,Visual Concepts
Postman Pat: Special Delivery Service,Nintendo DS,2009,Misc,Gsp,0.0,0.01,0.0,0.0,0.01,Unknown
Himawari: Pebble In The Sky Portable,PlayStation Portable,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,Unknown
Rise Of Flight: Iron Cross Edition,Personal Computer,2010,Simulation,Aerosoft,0.01,0.0,0.0,0.0,0.01,777 Studios
Wrc 5: Fia World Rally Championship,Xbox One,2015,Sports,Bigben Interactive,0.0,0.01,0.0,0.0,0.01,Unknown
Katekyoo Hitman Reborn Nerae!? Ring X Bongole Returns,PlayStation 2,2008,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,Unknown
Nights Into Dreams...,PlayStation 2,2008,Platform,Sega,0.0,0.0,0.01,0.0,0.01,Unknown
Kono Aozora Ni Yakusoku O: Tenohira No Rakuen,PlayStation Portable,2009,Adventure,Tgl,0.0,0.0,0.01,0.0,0.01,Unknown
Guild Wars: Factions,Personal Computer,2006,Role Playing,Ncsoft,0.0,0.01,0.0,0.0,0.01,ArenaNet
Shinobi Koutsutsu,PlayStation Portable,2014,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,Unknown
Winback 2: Project Poseidon,PlayStation 2,2006,Shooter,Tecmo Koei,0.01,0.01,0.0,0.0,0.01,Cavia Inc.
Kaitou Rousseau,Nintendo DS,2006,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,Unknown
Gunparade Orchestra: Ao No Shou,PlayStation 2,2006,Adventure,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,Unknown
Totally Spies! Totally Party,PlayStation 2,2008,Misc,Ubisoft,0.01,0.01,0.0,0.0,0.01,Unknown
Puyo Pop Fever,GameCube,2004,Puzzle,Sega,0.01,0.0,0.0,0.0,0.01,Sonic Team
Super Stardust Ultra Vr,PlayStation 4,2016,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01,Sony Interactive Entertainment
Total War Attila: Tyrants & Kings,Personal Computer,2016,Strategy,Koch Media,0.0,0.01,0.0,0.0,0.01,Unknown
Wizardry Xth: Unlimited Students,PlayStation 2,2006,Role Playing,Michaelsoft,0.0,0.0,0.01,0.0,0.01,Unknown
Instant Brain,Xbox 360,2011,Adventure,Cave,0.0,0.0,0.01,0.0,0.01,Unknown
Coronation Street: The Mystery Of The Missing Hotpot Recipe,Personal Computer,2011,Adventure,Avanquest,0.0,0.01,0.0,0.0,0.01,Unknown
Dead Rising,Xbox One,2016,Action,Capcom,0.01,0.0,0.0,0.0,0.01,Capcom
Abunai: Koi No Sousa Shitsu,PlayStation Portable,2012,Action,Quinrose,0.0,0.0,0.01,0.0,0.01,Unknown
Mlb 15: The Show,PlayStation Vita,2015,Sports,Sony Computer Entertainment,0.01,0.0,0.0,0.0,0.01,SCEA San Diego Studios
Azure Striker Gunvolt,Nintendo 3DS,2016,Action,Yacht Club Games,0.01,0.0,0.0,0.0,0.01,Inti Creates
Penguins Of Madagascar,Nintendo Wii,2014,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,Little Orbit
Magic Encyclopedia: Moonlight,Nintendo DS,2010,Misc,Foreign Media Games,0.0,0.01,0.0,0.0,0.01,Unknown
Don Bradman Cricket 14,PlayStation 3,2014,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01,Big Ant Studios
Soullink Extension,PlayStation 2,2006,Adventure,Interchannel,0.0,0.0,0.01,0.0,0.01,Unknown
Codename: Panzers Phase Two,Personal Computer,2005,Strategy,Cdv Software Entertainment,0.0,0.01,0.0,0.0,0.01,Stormregion
Winning Post 7 Maximum 2008,PlayStation 2,2008,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,Unknown
Samurai Shodown Anthology (Jp Sales),PlayStation 2,2008,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,Unknown
Sangoku Koi Senki: Otome No Heihou!,PlayStation 2,2011,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,Unknown
Alfa Romeo Racing Italiano,PlayStation 2,2005,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.01,Milestone S.r.l
"Pachi-Slot Teiou: Golgo 13 Las Vegas (Jp Sales, But Wrong System)",PlayStation 2,2002,Misc,Media Entertainment,0.0,0.0,0.01,0.0,0.01,Unknown
The Last Remnant,Personal Computer,2009,Role Playing,Square Enix,0.0,0.01,0.0,0.0,0.01,Square Enix
Kaitou Joker: Toki O Koeru Kaitou To Ushinawareta Houseki,Nintendo 3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,Unknown
Super Robot Taisen Xo,Xbox 360,2006,Strategy,Banpresto,0.0,0.0,0.01,0.0,0.01,Unknown
Raven'S Cry,PlayStation 4,2015,Role Playing,Topware Interactive,0.0,0.01,0.0,0.0,0.01,Unknown
Call Of Juarez,Personal Computer,2006,Shooter,Ubisoft,0.0,0.01,0.0,0.0,0.01,Techland
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin Iii,PlayStation 2,2010,Misc,Hackberry,0.0,0.0,0.01,0.0,0.01,Unknown
Unreal Tournament 2003,Personal Computer,2002,Shooter,Atari,0.0,0.01,0.0,0.0,0.01,Digital Extremes
Neverwinter Nights 2: Mask Of The Betrayer,Personal Computer,2007,Role Playing,Atari,0.0,0.01,0.0,0.0,0.01,Obsidian Entertainment
Mortal Kombat: Tournament Edition,Game Boy Advance,2003,Fighting,Midway Games,0.01,0.0,0.0,0.0,0.01,Criterion Games
Seaworld Adventure Parks: Shamu'S Deep Sea Adventure,Xbox,2005,Adventure,Activision,0.01,0.0,0.0,0.0,0.01,Unknown
Diary Girl,Nintendo DS,2008,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,Konami
Shitsuji Ga Aruji O Erabu Toki,PlayStation Vita,2016,Adventure,Unknown,0.0,0.0,0.01,0.0,0.01,Unknown
Rayman Raving Rabbids,Personal Computer,2006,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,Ubisoft Bulgaria
War For The Overworld,Personal Computer,2015,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01,Subterranean Games
